País    ;Estado           ;Estado Tránsito      ;Factura compra;Foto;Declaración;Prueba entrega;Consolidado;Das;Fecha registro;Fecha ingreso;Tiempo para foto;Delta foto-registro datos;Delta registro datos-ubicación bodega;Delta ubicación bodega-tránsito;Tiempo en bodega
Colombia;En Bodega        ;                     ;No            ;No  ;No         ;No            ;No         ;No ;31/01/2022    ;4/02/2022    ;                ;                         ;88,29                                ;                               ;
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;31/01/2022    ;3/02/2022    ;107,33          ;28,64                    ;223,7                                ;4,99                           ;5,24
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;31/01/2022    ;7/02/2022    ;102,79          ;60,76                    ;49,37                                ;9,97                           ;10,12
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;31/01/2022    ;8/02/2022    ;1103,59         ;                         ;                                     ;                               ;0,98
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;31/01/2022    ;3/02/2022    ;49,28           ;12,36                    ;31,98                                ;1,18                           ;1,25
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;1/02/2022     ;2/02/2022    ;34,39           ;51,48                    ;                                     ;                               ;0,06
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;1/02/2022     ;2/02/2022    ;                ;                         ;                                     ;                               ;0,63
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;1/02/2022     ;2/02/2022    ;                ;                         ;                                     ;                               ;0,61
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;No            ;No         ;No ;1/02/2022     ;4/02/2022    ;46,79           ;89,1                     ;                                     ;                               ;0,09
Colombia;En Bodega        ;Retenido             ;No            ;No  ;No         ;No            ;No         ;No ;1/02/2022     ;14/02/2022   ;                ;                         ;1472,99                              ;                               ;
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;No            ;No         ;No ;1/02/2022     ;1/02/2022    ;                ;                         ;3,5                                  ;2,24                           ;2,24
Colombia;En Tránsito      ;En reparto           ;No            ;No  ;Si         ;No            ;No         ;No ;1/02/2022     ;1/02/2022    ;                ;                         ;2,34                                 ;1,28                           ;1,28
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;1/02/2022     ;1/02/2022    ;                ;                         ;0,77                                 ;0,29                           ;0,3
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;1/02/2022     ;16/02/2022   ;389,9           ;983,33                   ;                                     ;                               ;0,95
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;No            ;No         ;No ;1/02/2022     ;1/02/2022    ;                ;                         ;6,69                                 ;2,23                           ;2,24
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;1/02/2022     ;1/02/2022    ;                ;                         ;5,83                                 ;1,27                           ;1,28
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;1/02/2022     ;1/02/2022    ;                ;                         ;4,31                                 ;0,28                           ;0,29
Colombia;Entregado        ;                     ;No            ;No  ;No         ;No            ;Si         ;No ;1/02/2022     ;1/02/2022    ;                ;                         ;                                     ;                               ;
